,Book-Author,Book-Title,Title-Substring,ISBN
5122,timothy zahn,"the last command ( star wars : the thrawn trilogy , vol . 3 )",the last command,0553564927
11288,tina daniell,"dark heart ( dragonlance : the meetings sextet , vol . 3 )",dark heart,1560761164
13428,tina grube,manner sind wie schokolade,manner sind wie schokolade,3596126894
15145,tina leonard,"quadruplets on the doorstep ( maitland maternity : triplets , quads & quints ) ( harlequin american romance , no . 905 )",quadruplets on the doorstep,0373169051
18017,tina mcelroy ansa,ugly ways,ugly ways,0156000776
11963,tina turner,"i , tina","i , tina",0380700972
10165,tina wainscott,i'll be watching you,i'll be watching you,0312984235
2981,tina wainscott,now you see me,now you see me,0312979096
17479,tina wainscott,unforgivable,unforgivable,0312979088
573,tobias wolff,this boy's life : a memoir,this boy's life,0060972777
16466,tobias wolff,this boy's life : a memoir,this boy's life,0802136680
1648,toby young,how to lose friends & alienate people,how to lose friends & alienate people,030681188X
13199,toby young,how to lose friends & alienate people,how to lose friends & alienate people,0306812274
17102,todd gold,comic relief,comic relief,038097391X
11325,todd strasser,give a boy a gun,give a boy a gun,0689848935
9486,todd strasser,the wave ( laurel leaf books ),the wave,0440993717
15130,todd wilbur,top secret restaurant recipes : creating kitchen clones from america's favorite restaurant chains,top secret restaurant recipes,0452275873
15924,toinette lippe,nothing left over : a plain and simple life,nothing left over,158542160X
5721,tokyopop,"rising stars of manga , book 1","rising stars of manga , book 1",1591822246
15482,tom bianchi,living with dickens,living with dickens,031210491X
5158,tom brokaw,a long way from home : growing up in the american heartland,a long way from home,0375507639
11342,tom brown,the tracker,the tracker,0425101339
2193,tom clancy,acts of war ( tom clancy's op center ( paperback ) ),acts of war,042515601X
5636,tom clancy,clear and present danger,clear and present danger,0425144372
12526,tom clancy,clear and present danger,clear and present danger,0399134409
1195,tom clancy,clear and present danger ( jack ryan novels ),clear and present danger,0425122123
8105,tom clancy,debt of honor,debt of honor,0399139540
3380,tom clancy,debt of honor ( jack ryan novels ),debt of honor,0425147584
13771,tom clancy,every man a tiger,every man a tiger,0425172929
11053,tom clancy,executive orders,executive orders,0399142185
8065,tom clancy,executive orders ( jack ryan novels ),executive orders,0425158632
10850,tom clancy,"hidden agendas ( tom clancy's net force , no . 2 )",hidden agendas,0425171396
500,tom clancy,net force,net force,0425161722
9835,tom clancy,"night moves ( tom clancy's net force , no . 3 )",night moves,042517400X
505,tom clancy,patriot games,patriot games,0425134350
16138,tom clancy,patriot games,patriot games,0399132414
8288,tom clancy,patriot games ( jack ryan novels ),patriot games,0425109720
1163,tom clancy,politika ( tom clancy's power plays ( paperback ) ),politika,0425162788
1510,tom clancy,rainbow six,rainbow six,0399144137
2684,tom clancy,rainbow six,rainbow six,0425170349
14808,tom clancy,rainbow six,rainbow six,0399143904
2009,tom clancy,red rabbit,red rabbit,0425191184
5567,tom clancy,red rabbit,red rabbit,0399148701
4143,tom clancy,red storm rising,red storm rising,042510107X
5568,tom clancy,red storm rising,red storm rising,0399131493
6025,tom clancy,ruthless . com ( tom clancy's power plays ( paperback ) ),ruthless . com,0425165701
6728,tom clancy,shadow watch ( tom clancy's power plays ( paperback ) ),shadow watch,0425171884
4142,tom clancy,ssn,ssn,0425173534
5809,tom clancy,"state of siege ( tom clancy's op - center , 6 )",state of siege,0425168220
16869,tom clancy,submarine : a guided tour inside a nuclear warship,submarine,0425183009
498,tom clancy,the bear and the dragon,the bear and the dragon,039914563X
1660,tom clancy,the bear and the dragon ( jack ryan novels ),the bear and the dragon,0425180964
7177,tom clancy,the cardinal of the kremlin,the cardinal of the kremlin,0399133453
2006,tom clancy,the cardinal of the kremlin ( jack ryan novels ),the cardinal of the kremlin,0425116840
12746,tom clancy,the deadliest game ( tom clancy's net force ; young adult ),the deadliest game,0425161749
191,tom clancy,the hunt for red october,the hunt for red october,0425120279
3326,tom clancy,the hunt for red october,the hunt for red october,0425083837
5569,tom clancy,the hunt for red october,the hunt for red october,0870212850
6468,tom clancy,the hunt for red october ( jack ryan novels ),the hunt for red october,0425133516
68,tom clancy,the sum of all fears,the sum of all fears,0425184226
10644,tom clancy,the sum of all fears,the sum of all fears,0399136150
1225,tom clancy,the sum of all fears ( jack ryan novels ),the sum of all fears,0425133540
3477,tom clancy,the teeth of the tiger,the teeth of the tiger,039915079X
3725,tom clancy,tom clancy's op - center ( tom clancy's op center ( paperback ) ),tom clancy's op - center,0425147363
9105,tom clancy,tom clancy's op - center balance of power ( tom clancy's op center ( paperback ) ),tom clancy's op - center balance of power,0425165566
2548,tom clancy,tom clancy's op - center : divide and conquer ( tom clancy's op center ( paperback ) ),tom clancy's op - center,0425174808
4092,tom clancy,tom clancy's op - center : games of state ( tom clancy's op center ( paperback ) ),tom clancy's op - center,0425151875
5576,tom clancy,tom clancy's op - center : mirror image ( tom clancy's op center ( paperback ) ),tom clancy's op - center,0425150143
4156,tom clancy,"tom clancy's power plays : cutting edge ( power plays , 6 )",tom clancy's power plays,0425187055
1659,tom clancy,without remorse,without remorse,0425143325
3609,tom clancy,without remorse,without remorse,0399138250
1199,tom connor,martha stuart's better than you at entertaining ( a parody ),martha stuart's better than you at entertaining,0060951710
11787,tom coraghessan boyle,grun ist die hoffnung . eine pastorale,grun ist die hoffnung . eine pastorale,3423118261
11274,tom coraghessan boyle,wassermusik . roman,wassermusik . roman,3499125803
3853,tom corbett,dreamer's dictionary,dreamer's dictionary,0446342963
15477,tom grace,spyder web,spyder web,0446524077
16369,tom hegg,a cup of christmas tea,a cup of christmas tea,0931674085
17659,tom holland,lord of the dead promo w slave of my thirst,lord of the dead promo w slave of my thirst,0671534262
16078,tom holland,lord of the dead : the secret history of byron,lord of the dead,0671534254
2407,tom holland,supping with panthers,supping with panthers,0751514853
13605,tom holt,falling sideways,falling sideways,1841491101
16892,tom holt,nothing but blue skies,nothing but blue skies,184149058X
1221,tom holt,the portable door,the portable door,1841492086
3440,tom kuntz,the titanic disaster hearings,the titanic disaster hearings,0671025538
15599,tom magliozzi,car talk,car talk,0440503647
10764,tom mcneal,"goodnight , nebraska : a novel ( vintage contemporaries ( paperback ) )","goodnight , nebraska",0375704299
11722,tom negrino,javascript for the world wide web : visual quickstart guide ( 3rd edition ),javascript for the world wide web,0201354632
11588,tom perrotta,election,election,0399143661
17439,tom perrotta,election : a novel,election,0425167283
11116,tom perrotta,joe college : a novel,joe college,031228327X
17826,tom perrotta,little children : a novel,little children,0312315716
3272,tom raabe,biblioholism : the literary addiction,biblioholism,1555910807
12854,tom raabe,biblioholism : the literary addiction,biblioholism,1555912400
10629,tom robbins,even cowgirls get the blues,even cowgirls get the blues,055334949X
16264,tom robbins,even cowgirls get the blues,even cowgirls get the blues,0395245109
779,tom robbins,half asleep in frog pajamas,half asleep in frog pajamas,0553377876
13087,tom robbins,half asleep in frog pajamas,half asleep in frog pajamas,0553076256
5726,tom robbins,jitterbug perfume,jitterbug perfume,0553050680
7417,tom robbins,jitterbug perfume,jitterbug perfume,0553251481
3419,tom robbins,panaroma . jitterbug perfume,panaroma . jitterbug perfume,3499156717
1160,tom robbins,skinny legs and all,skinny legs and all,0553377884
4469,tom robbins,skinny legs and all,skinny legs and all,0553057758
7618,tom robbins,still life with woodpecker,still life with woodpecker,0553148923
1722,tom robbins,still life with woodpecker,still life with woodpecker,0553245694
13542,tom robbins,still life with woodpecker,still life with woodpecker,0553012606
8626,tom savage,scavenger,scavenger,0451200284
16604,tom savage,valentine,valentine,0451409787
2181,tom shales,live from new york : an uncensored history of saturday night live,live from new york,0316781460
10890,tom sharpe,ancestral vices,ancestral vices,0330266357
11855,tom sharpe,henry dreht auf . roman,henry dreht auf . roman,3548220584
11568,tom sharpe,porterhouse blue,porterhouse blue,0330246674
12143,tom sharpe,the throwback,the throwback,033026012X
11327,tom sharpe,vintage stuff,vintage stuff,0330269828
4733,tom sharpe,wilt,wilt,0330253603
11032,tom sharpe,wilt / spanish,wilt / spanish,8433912542
2237,tom stone,the summer of my greek taverna : a memoir,the summer of my greek taverna,0743205413
1748,tom stoppard,arcadia,arcadia,0571169341
8145,tom stoppard,rosencrantz & guildenstern are dead,rosencrantz & guildenstern are dead,0802132758
14701,tom stoppard,rosencrantz and guildenstern are dead,rosencrantz and guildenstern are dead,0571081827
169,tom wolfe,a man in full,a man in full,0374270325
3748,tom wolfe,a man in full,a man in full,0553580930
12467,tom wolfe,acid test,acid test,2020306492
8140,tom wolfe,bonfire of the vanities,bonfire of the vanities,0330305735
17212,tom wolfe,hooking up,hooking up,0312420234
3919,tom wolfe,the bonfire of the vanities,the bonfire of the vanities,0553275976
12391,tom wolfe,the electric kool - aid acid test,the electric kool - aid acid test,0553264915
12866,tom wolfe,the electric kool - aid acid test,the electric kool - aid acid test,0553380648
11002,tom wolfe,the right stuff,the right stuff,0553275569
14419,tom wolfe,the right stuff,the right stuff,0553381350
12764,tom wolfe,the right stuff,the right stuff,0553138286
16277,tommy tenney,"the god chasers : my soul follows hard after thee""",the god chasers,0768420164
9333,tommy walker,monstrous : the autobiography of a serial killer but for the grace of god,monstrous,158898608X
13081,tomson highway,the rez sisters : a play in two acts,the rez sisters,092007944X
10708,tong su,rice : a novel,rice,0688132456
3048,toni morrison,beloved,beloved,0452280621
9462,toni morrison,beloved,beloved,0451161394
11042,toni morrison,beloved,beloved,0099760118
4,toni morrison,beloved ( plume contemporary fiction ),beloved,0452264464
10499,toni morrison,beloved : a novel ( plume contemporary fiction ),beloved,0452261368
12012,toni morrison,jazz ( plume contemporary fiction ),jazz,0452269652
4334,toni morrison,paradise,paradise,0679433740
5372,toni morrison,paradise,paradise,0452280397
1527,toni morrison,song of solomon ( oprah's book club ( paperback ) ),song of solomon,0452260116
1742,toni morrison,sula,sula,0452283868
1470,toni morrison,tar baby,tar baby,0452264790
4959,toni morrison,the bluest eye,the bluest eye,0375411550
6715,toni morrison,the bluest eye,the bluest eye,0452282195
6564,toni weschler,taking charge of your fertility : the definitive guide to natural birth control and pregnancy achievement,taking charge of your fertility,0060950536
8221,tonino benacquista,quelqu'un d'autre,quelqu'un d'autre,2070301028
11180,tony abbott,"the hidden stairs and the magic carpet ( secret of droon , no 1 )",the hidden stairs and the magic carpet,0590108395
